"RAZÃO SOCIAL";"NOME FANTASIA";"CNPJ";"NATUREZA JURIDICA";"DATA INICIO OPERAÇÃO";"PORTE";"SITUAÇÃO";"TIPO ATIVIDADE";"SUBTIPO ATIVIDADE";"CEP";"UF";"LOCALIDADE";"BAIRRO";"LOGRADOURO";"TELEFONE";"FAX";"E-MAIL2";"E-MAIL3";"SITE";"CÓDIGO CERTIFICADO";"CÓDIGO E DESCRIÇÃO CNAE";"CAPACIDADE DE LUGARES";"LINGUAS"
"LANCHERIA TAINHAS LTDA";"LANCHERIA TAINHAS";"01.762.660/0001-72";"Sociedade Empresária";"10/04/1997";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Cafeteria";95400000;"RS";"São Francisco de Paula";"São Francisco de Paula";"VL TAINHAS SN";"(54) 3504-9309";"(54) 3504-9309";"";"";"";"23.032436.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"LANCHONETE BRAFFON LTDA";"CASA BRASIL";"09.113.389/0001-56";"";"31/12/1908";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";29680000;"ES";"João Neiva";"João Neiva";"RUA CESAR DEVENS88";"(XX) 3258-1300";"";"";"";"";"08.032069.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Espanhol"")"
"LANCHONETE E RESTAURANTE DA FAMILIA LTDA - EPP";"RESTAURANTE DA FAMILIA";"01.282.978/0001-56";"Sociedade Empresária";"24/06/1996";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";88037001;"SC";"Florianópolis";"Córrego Grande";"RUA JOÃO PIO DUARTE SILVA, Nº 332";"(XX) 3335-0405";"(XX) 3028-7405";"";"";"WWW.RESTAURANTEDAFAMILIA.COM.BR";"24.032124.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"LANCHONETE E RESTAURANTE KENTINHA -ME";"KENTINHA";"29.558.418/0001-09";"Sociedade Empresária";"02/09/1985";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";28770000;"RJ";"Santa Maria Madalena";"Santa Maria Madalena";"RUA CORONEL MANOEL PORTUGAL, 01";"(22) 2561-1148";"(22) 2561-1148";"";"";"";"19.030351.15.0001-5";"5510-8/01-HOTEL (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário)";;"("""")"
"LANCHONETE LANCHE BEM LTDA ME";"LANCHONETE LANCHE BEM";"05.437.172/0001-40";"Sociedade Empresária";"18/11/2002";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";63800000;"CE";"Quixeramobim";"Quixeramobim";"AV. DR. JOAQUIM FERNANDES, 669";"(88) 3441-1571";"(88) 3441-1571";"";"";"";"06.032865.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"LBP ALIMENTAÇÕES LTDA EPP";"CASA ALEMÃ";"05.991.847/0001-07";"Sociedade Empresária";"13/11/2003";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";49026900;"SE";"Aracaju";"Jardins";"AV. MIN. GERALDO BARRETO SOBRAL, 215 LJS 136/138";"(79) 3217-4444";"(79) 3217-4444";"";"";"";"25.030216.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"LE CHALET DE LA FONDUE RESTAURANTE LTDA.";"LE CHALET DE LA FONDUE RESTAURANT";"02.071.106/0001-01";"Sociedade Empresária";"20/08/1997";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95670000;"RS";"Gramado";"Gramado";"AV. DAS HORTÊNSIAS, 1297";"(54) 3286-2474";"(54) 3286-3981";"";"";"WWW.LECHALET.COM.BR";"23.030035.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"LEC REFEIÇÕES LTDA - EPP";"BRASIL VEXADO";"05.667.987/0001-16";"Sociedade Empresária";"02/04/2003";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";70338540;"DF";"Brasília";"Asa Sul";"ST SHC CL QD. 302 BLOCO D LOJA 34 ";"(61) 3323-1222";"";"asasul@brasilvexado.com.br";"";"WWW.BRASILVEXADO.COM.BR";"07.029030.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";120;"(""Nenhuma das Opções"")"
"LEDA RIBOLDI DEDORDI";"RESTAURANTE D'ITALY";"04.936.275/0001-92";"Sociedade Empresária";"26/02/2002";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";93224150;"RS";"Sapucaia do Sul";"Camboim";"AV. JOAO PEREIRA DE VARGAS,1826";"(51) 3453-7628";"";"";"";"";"23.031172.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"LEINAD COMERCIO DE ALIMENTOS LTDA";"LEINAD COMERCIO DE ALIMENTOS";"08.457.462/0001-44";"Sociedade Empresária";"10/11/2006";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";24020002;"RJ";"Niterói";"Centro";"AV. VISCONDE DO RIO BRANCO, 360 LJ. 301";"(21) 2717-1693";"";"";"";"";"19.030299.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"LENIZE MARTENS DESSOY";"PIZZARIA RECANTO VERDE";"03.735.790/0001-41";"Sociedade Empresária";"03/04/2000";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95915000;"RS";"Santa Clara do Sul";"Santa Clara do Sul";"AVENIDA 28 DE MAIO 2093";"(51) 3782-1376";"(51) 3782-1376";"";"";"";"23.031441.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Alemão)"
"LEONARDO BARBOSA ME";"PETISCOS & CIA";"01.938.438/0001-88";"Sociedade Empresária";"23/07/2009";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";29946100;"ES";"São Mateus";"Guriri Norte";"AV, GOVERNADOR EURICO VIEIRA DE RESENDE, 82";"(27) 3761-1937";"";"leonardo@petiscosecia.com";"contato@petiscosecia.com";"";"08.030882.15.0001-6";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 5611-2/03-LANCHONETE; SERVIÇO DE ALIMENTAÇÃO (Secundário)";400;"(""Nenhuma das Opções"")"
"LEONARDO MENDES DE RESENDE";"BAR E RESTAURANTE LEO";"71.395.651/0001-76";"Sociedade Empresária";"24/11/1993";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";37508000;"MG";"Piranguinho";"Piranguinho";"ROD. ITAJUBÁ - POÇOS DE CALDAS, 30 - KM 11 ";"(35) 3644-1355";"(35) 3644-1280";"";"";"";"11.030149.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"LG PIZZA LTDA";"RESTAURANTE E CACHAÇARIA DONA BRANCA";"04.939.826/0001-71";"Sociedade Empresária";"15/03/2002";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";58036030;"PB";"João Pessoa";"Bessa";"AV. GOV. ARGEMIRO DE FIGUEIREDO, 1223";"(83) 3214-9595";"(83) 3245-6458";"marciorhdonabranca@hotmail.com";"";"WWW.DONABRANCA.COM.BR";"15.030015.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";420;"(Inglês)"
"LIANE SCHAEDLER - ME";"LANCHONETE E RESTAURANTE FLUTUANTE";"03.210.755/0001-09";"Empresário Individual (Não MEI)";"01/05/1999";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";78560000;"MT";"Porto dos Gaúchos";"Porto dos Gaúchos";"AV. DIAMANTINO, S/N, MARGENS DO RIO ARINOS, CENTRO";"(66) 3526-1159";"(66) 8432-9218";"shaedler_ricardo@hotmail.com";"";"";"13.031345.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";40;"(""Nenhuma das Opções"")"
"LIMA E BRUNO PANIFICAÇÃO LTDA";"PADARIA E CONFEITARIA DISK PÃO";"69.700.029/0001-82";"Sociedade Empresária";"04/03/1993";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";63900000;"CE";"Quixadá";"Quixadá";"RUA BASÍLIO EMILIANO PINTO, 727";"(88) 3412-0193";"";"";"";"";"06.032457.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"LIONELLO E TOMASINI LTDA.";"KASSIS";"09.594.302/0001-00";"Sociedade Empresária";"04/06/2008";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";90670020;"RS";"Porto Alegre";"Petrópolis";"R EÇA DE QUEIROS, 485";"(XX) 3019-7002";"";"";"";"WWW.CASSISRESTAURANT.COM.BR";"23.029931.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"LUCIANO MARANHÃO TREVISAN";"LA CASA DI FRANGO";"08.721.030/0001-07";"Sociedade Empresária";"13/03/2007";"Empresa de Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";80220201;"PR";"Curitiba";"Rebouças";"RUA CASTRO, 500";"(41) 3426-8143";"";"claudia@difrango.com.br";"";"";"18.030632.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"LUCIANO TOMASINI";"SWISS COTTAGE";"03.445.568/0001-04";"Sociedade Empresária";"01/11/1999";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95670000;"RS";"Gramado";"Gramado";"AVENIDA DAS HORTENSIAS 849 - TERREO";"(54) 3286-2265";"(54) 3286-3725";"";"";"WWW.SWISSCOTTAGE.COM.BR";"23.029737.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Espanhol)"
"LUCKY LANCHES LTDA";"RESTAURANTE LUCKY";"05.444.925/0001-45";"Sociedade Empresária";"11/11/2002";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95020170;"RS";"Caxias do Sul";"Lurdes";"PINHEIRO MACHADO 1500";"(54) 3025-1277";"";"";"";"";"23.030909.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"LUISA MARIA DE OLIVEIRA VASCONCELOS ARAUJO ME";"RESTAURANTE CHURRASCARIA E LANCHONETE ALVORADA";"10.486.363/0001-32";"Sociedade Empresária";"10/04/1986";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";63800000;"CE";"Quixeramobim";"Quixeramobim";"RODOVIA DO ALGODÃO KM 140";"(88) 3444-4142";"(88) 3441-1672";"";"";"";"06.031373.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Espanhol)"
"LUIZ ANDRE DE SOUZA LIMA-ME";"RESTAURANTE CHOPANA";"05.972.982/0001-05";"Sociedade Empresária";"05/11/2003";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";15400000;"SP";"Olímpia";"Olímpia";"AV DO FOLCLORE 1543 B";"(17) 3279-9225";"";"";"";"";"26.032682.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"LUIZ ANTONIO GROSSI";"PIZZAFONE";"40.909.038/0001-04";"Sociedade Empresária";"12/07/1991";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";57036840;"AL";"Maceió";"Jatiúca";"RUA MARIA ESTER C. BARROS, 285";"(82) 3325-4455";"(82) 3325-4455";"";"";"WWW.PIZZAFONE.COM.BR";"02.029942.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"LUIZ FELIPE DE FRANCISCO NEGRÃO-ME";"LUIZ FELIPE DE FRANCISCO NEGRÃO-ME";"07.436.634/0001-30";"Sociedade Empresária";"13/06/2005";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";17380000;"SP";"Brotas";"Brotas";"AV MARIO PINOTTI 455";"(14) 3653-1052";"";"";"";"";"26.030443.15.0001-4";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"LUIZ GUILHERME TEIXEIRA DE ALMEIDA TIZZOT";"POUSADA & GASTRONOMIA ASTRAL DA ILHA";"07.661.011/0001-61";"Empresário Individual (Não MEI)";"27/10/2005";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";83251000;"PR";"Paranaguá";"Ilha do Mel";"TRILHA PRINCIPAL - FAROL DAS CONCHAS";"(41) 3426-8196";"(41) 3426-8127";"reservas@astraldailha.com.br";"";"www.astraldailha.com.br";"18.031499.15.0001-7";"5510-8/01-HOTEL (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário)";80;"(""Inglês,Espanhol"")"
"LUIZ HENRIQUE SALEH GOMES";"LUIZ HENRIQUE SALEH GOMES";"11.056.276/0001-08";"Sociedade Empresária";"25/08/2009";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";73060504;"DF";"Sobradinho";"Setor Oeste";"QUADRA 5 AREA RESERVADA 04";"(XX) 8422-6277";"";"";"";"";"07.031955.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Holandês,Espanhol"")"
"LUJU COPA COM. DE ALIMENTOS LTDA.";"PIZZA HUT";"09.323.373/0001-78";"Sociedade Empresária";"29/10/2008";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";22080040;"RJ";"Rio de Janeiro";"Copacabana";"RUA FRANCISCO OTAVIANO, 23 LOJAS A,B,C,D,E";"(21) 2287-5419";"(21) 2287-5419";"";"";"WWW.PIZZAHUTRIO.COM.BR";"19.030063.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"LUNARDI E POLLESELO LTDA";"RESTAURANTE E CHURRASCARIA PARADISO";"01.083.241/0001-04";"Sociedade Empresária";"12/01/1996";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95320000;"RS";"Nova Prata";"Nova Prata";" AV. PRESIDENTE VARGAS , 823";"(54) 3242-2040";"";"";"";"";"23.031197.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Italiano,Espanhol"")"
"M C D LIMA LTDA EPP ";"LAMPIAO SHOW & EVENTOS ";"09.494.693/0001-90";"Sociedade Empresária";"11/04/2008";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";57036850;"AL";"Maceió";"Jatiúca";"AV ALVARO OTACILIO 20";"(XX) 3325-7298";"(XX) 3336-1481";"";"";"";"02.030607.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"M S CORREA PIRES";"IMPERIO DO SABOR RESTAURANTE E HOTEL";"03.750.594/0001-46";"Sociedade Empresária";"15/04/2000";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";69934000;"AC";"Epitaciolândia";"Epitaciolândia";"AV SANTOS DUMONT 140-CENTRO";"(68) 9993-7102";"(68) 3546-4001";"correia_pires@hotmail.com";"";"";"01.031399.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário), 5510-8/01-HOTEL (Secundário)";50;"(Espanhol)"
"M.C. NEVES RESTAURANTE - ME";"GARBBO RESTAURANTE";"07.952.909/0001-99";"Sociedade Empresária";"07/04/2006";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";80030310;"PR";"Curitiba";"Alto da Glória";"RUA BARÃO DE GUARAÚNA, 645";"(41) 3039-3100";"";"";"";"";"18.030192.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Espanhol"")"
"M.S BORGES -ME";"RESERVA YAPORA";"10.898.568/0001-25";"Sociedade Empresária";"17/06/2009";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";78460000;"MT";"Nobres";"Nobres";"ESTRADA RURAL";"";"";"";"";"";"13.029726.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Espanhol)"
"MAC ALIMENTOS E ENTRETENIMENTOS LTDA";"MAC ALIMENTOS LTDA";"08.505.617/0001-70";"Sociedade Empresária";"21/11/2008";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";57036110;"AL";"Maceió";"Jatiúca";"RUA-DEP. LUIZ GONZAGA COUTINHO, 125";"(82) 3311-9052";"(82) 3311-9054";"";"";"";"02.030649.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"MACACA RESTAURANTES LTDA - ME ";"RESTAURANTE PIMENTA DE CHEIRO ";"07.922.353/0001-98";"Sociedade Empresária";"20/03/2006";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";70640535;"DF";"Cruzeiro";"Cruzeiro Velho";"SRE / SUL COM. LOCAL BL. ""C"" LOTE 14 LJ. 33";"(XX) 3361-5313";"(XX) 3352-2783";"";"";"";"07.031575.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Dinamarquês,Espanhol"")"
"MADALENA DA COSTA SERAFIM";"RESTAURANTE E LANCHONETE CARIBE";"04.218.797/0001-59";"Sociedade Empresária";"29/12/2000";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";83251000;"PR";"Paranaguá";"Ilha do Mel";"PRAIA DAS ENCANTADAS - PRAIA DE FORA, S/N.º";"(41) 3426-9018";"";"";"";"";"18.031932.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Espanhol)"
"MAEDA PESCA E LAZER LTDA EPP";"MAEDA PESCA E LAZER LTDA EPP";"02.422.440/0001-62";"Sociedade Empresária";"17/02/1998";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";13312500;"SP";"Itu";"Chácara São João";"RODOVIA DO AÇUCAR, S/N -  KM 82";"(11) 2118-6242";"(11) 2118-6230";"";"";"";"26.030104.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Italiano,Japonês"")"
"MAGALHAES E AQUINO LTDA";"TERRA BRASIL RESTAURANTE E CHOPERIA";"40.462.038/0001-09";"Sociedade Empresária";"14/05/1991";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";48280000;"BA";"Mata de São João";"Mata de São João";"AV ANTONIO CARLOS MAGALHAES, SN - PRAIA DO FORTE";"(71) 3676-1705";"(71) 3676-0305";"";"";"";"05.031451.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Inglês)"
"MANUEL RAUPP MAURICIO ME";"MANUEL RAUPP MAURICIO ME";"90.426.735/0001-74";"Sociedade Empresária";"10/09/1985";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95555000;"RS";"Capão da Canoa";"Capão da Canoa";"AV PARAGUASSU 2895";"(51) 3665-6633";"(51) 3665-6633";"";"";"";"23.030310.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Espanhol)"
"MARIA ILSETE PEIXOTO DE LIMA ME";"LANCHONETE PANIFICADORA MOREIRA";"86.964.087/0001-32";"Sociedade Empresária";"01/04/1994";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";62955000;"CE";"Ibicuitinga";"Ibicuitinga";"RUA CAP. MANOEL ANTÔNIO, 2414";"(88) 9208-9758";"";"";"";"";"06.032606.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"MARIA JOSÉ FEIJO MAIA";"MERCIARIA MAIA";"68.705.235/0001-12";"Sociedade Empresária";"08/12/1992";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";28770000;"RJ";"Santa Maria Madalena";"Santa Maria Madalena";"AV. JOSE ALVES MAIA, S/N";"(22) 2561-1422";"";"";"";"";"19.030366.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Espanhol)"
"MARIETA DE ALENCAR PINTO MAGALHÃES ME";"RESTAURANTE ITAJUBÁ";"41.424.276/0003-46";"Sociedade Empresária";"25/07/2004";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";63900000;"CE";"Quixadá";"Quixadá";"AV. ESTADOS UNIDOS, 1385";"(88) 3412-2552";"";"";"";"";"06.031352.15.0003-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Holandês,Espanhol"")"
"MARINALDO BARRETO DOS SANTOS";"FORNO DE PIZZA";"03.083.867/0001-46";"Sociedade Empresária";"06/04/1999";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";58107615;"PB";"Campina Grande";"São José";"RUA PEDRO I, 732";"(83) 3342-0606";"(83) 8802-3959";"sac@fornodepizza.com.br";"";"WWW.FORNODEPIZZA.COM.BR";"15.030086.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";0;"(""Nenhuma das Opções"")"
"MARLENE MARQUES ME";"RESTAURANTE O GOSTOZINHO";"08.156.490/0001-21";"Sociedade Empresária";"25/01/2006";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";62800000;"CE";"Aracati";"Aracati";"AV. PRINCIPAL, 272";"(88) 3421-7377";"";"";"";"";"06.031678.15.0001-3";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(""Inglês,Espanhol"")"
"MATEUS BANDEIRA LIMA ME";"CHURRASCARIA SABOR DO SERTÃO";"10.502.396/0001-29";"Sociedade Empresária";"11/07/2008";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";63960000;"CE";"Banabuiú";"Banabuiú";"RUA MANOEL JERONIMO, 1289";"(88) 9968-0677";"";"";"";"";"06.031370.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"MAURI MONTEIRO DE MATTOS";"PADARIA E CONFEITARIA VOSSO PÃO";"97.093.611/0001-63";"Sociedade Empresária";"17/01/1994";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Cafeteria";95560000;"RS";"Torres";"Torres";"AVENIDA BARAO DO RIO BRANCO, 252";"";"";"";"";"";"23.031322.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"(Espanhol)"
"MAURICIO DE SOUZA BRUM";"REPUBLIKA LAUNGE BAR";"08.701.333/0001-50";"Sociedade Empresária";"08/03/2007";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Bar";98300000;"RS";"Palmeira das Missões";"Palmeira das Missões";"RUA MARECHAL FLORIANO 1008";"(55) 8401-6498";"";"";"";"";"23.030150.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"MAURO BRAGA SERAFIM";"PETISCARIA ESTRELA DO MAR";"04.218.620/0001-52";"Sociedade Empresária";"27/12/2000";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";83251000;"PR";"Paranaguá";"Ilha do Mel";"PRAINHA DAS ENCANTADAS - PRAIA DE FORA S/Nº";"(41) 3426-9114";"";"";"";"";"18.031926.15.0001-8";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"MAURO FERNANDES FIGUEIREDO ME";"PADARIA PROGRESSO";"04.159.659/0001-46";"Sociedade Empresária";"01/12/2000";"Médio Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";63800000;"CE";"Quixeramobim";"Quixeramobim";"RUA MONS. SALVIANO PINTO, 583";"(88) 3441-0300";"";"";"";"";"06.032602.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"MAZIL C NEVES ME";"MAZIL BOM SUCOS";"35.947.167/0001-49";"Sociedade Empresária";"14/02/1990";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";28540000;"RJ";"Cordeiro";"Cordeiro";"RAUL VEIGA, 118";"(22) 25551-1893";"";"";"";"";"19.030038.15.0001-7";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"MEG COMERCIO DE ALIMENTOS LTDA";"PATRONI PIZZA";"10.836.199/0001-46";"Sociedade Empresária";"25/05/2009";"Microempresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";70770100;"DF";"Brasília";"Asa Norte";"STN CONJ.""J"" LOJA T 48 TERREO";"(61) 3273-7533";"";"marcoeidt@terra.com.br";"";"WWW.PATRONIPIZZA.COM.BR";"07.032136.15.0001-2";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";200;"(Inglês)"
"MEZZOMO E MARCHESE LTDA ME";"RESTAURANTE MEZZOMO";"73.788.465/0001-22";"Sociedade Empresária";"01/01/1994";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";95960000;"RS";"Encantado";"Encantado";"RODOVIA RS 129 KM 73 N/6715 B,LAMBARI";"(51) 3751-6848";"";"";"";"";"23.032389.15.0001-1";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"MF PEÇANHA";"RESTAURANTE E LANCHONETE RECANTU´S RANCHO CRISTALNEGRO";"09.526.007/0001-16";"Sociedade Empresária";"10/09/2008";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";29932035;"ES";"São Mateus";"Cacique";"RODOVIA MIGUEL CURRY CARNEIRO, S/N";"(27) 9958-5001";"";"";"";"";"08.030897.15.0001-9";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"MHR MARQUETTI  HOTEL E RESTAURANTE LTDA/ ME";"MARQUETTI";"09.211.951/0001-84";"Sociedade Empresária";"22/10/2007";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";29164050;"ES";"Serra";"Jardim Limoeiro";"AVENIDA LORIVAL NUNES";"(27) 3398-4000";"(27) 3228-1636";"";"";"WWW.HOTELMARQUETTI.COM.BR";"08.032092.15.0001-8";"5510-8/01-HOTEL (Primário), 5611-2/01-RESTAURANTES E SIMILARES (Secundário)";;"("""")"
"MICHAEL  FRIGGI ARAUJO ME";"LANCHERIA MANIVELA";"09.534.933/0001-33";"Sociedade Empresária";"02/04/2008";"Micro Empresa";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";97450000;"RS";"Cacequi";"Cacequi";"AV TANCREDO  DE ALMEIDA NEVES ,  S/N";"(55) 3254-3100";"";"";"";"";"23.031486.15.0001-0";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
"MICHEL MAGNUN PELLENS-ME";"MICHEL MAGNUN PELLENS-ME";"06.194.362/0001-47";"Sociedade Empresária";"07/04/2007";"Pequeno Porte";"Em Operação";"Restaurantes, Cafeterias e Bares";"Restaurante";12600160;"SP";"Lorena";"Centro";"RUA DR CARLOS AUTRAN, Nº 100 ";"(12) 3152-6476";"(12) 3152-6476";"";"";"";"26.032323.15.0001-5";"5611-2/01-RESTAURANTES E SIMILARES (Primário)";;"("""")"
